file	section	line	unique_doc	detail	line_content
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.4	153	guideV2.1	guideV2.1[LL+1]	
openapi\generator-api.v1.yaml	4.2	132	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	138	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.4	154	guideV2.1	guideV2.1[LL+1]	- `POST /api/v1/generation-runs`：按 plan/version 异步启动，返回 runId。
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	134	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	138	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	138	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	133	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	133	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	133	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.4	157	guideV2.1	guideV2.1[LL+1]	- `GET /api/v1/generation-runs/{id}/artifacts`：文件、checksum、清单。
openapi\generator-api.v1.yaml	4.3	148	guideV2.1	guideV2.1[LL+1]	- 库存：MALL_API 模式只通过商城接口变化；失败必须记入运行报告，不能绕过业务规则。
openapi\generator-api.v1.yaml	4.2	133	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	133	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	3.1	62	guideV2.1+design+plan	guideV2.1[LL+1] design[LL+1] plan[LL+1]	
openapi\generator-api.v1.yaml	4.3	149	guideV2.1	guideV2.1[LL+1]	- 可复现：所有随机源由一个根 seed 派生；并行线程也使用确定性子 seed。
openapi\generator-api.v1.yaml	3.3	82	guideV2.1+plan	guideV2.1[LL+1] plan[L]	
openapi\generator-api.v1.yaml	4.2	278	guideV2.3	guideV2.3[LL+1]	| `generator_target` | id、name、adapter_type、base_url、credential_ref、config_json、config_version、status、test_environment、capabilities | 凭据只存引用；每次运行冻结版本 |
openapi\generator-api.v1.yaml	4.1.1.3	240	guideV2.3	guideV2.3[LL+1]	| `TargetCheckResult` | `targetId`(long)、`reachable`(boolean)、`detail`(String)、`capabilities`(Map) | `detail` 只写过程说明，不含凭据值 |
openapi\generator-api.v1.yaml	4.4	304	guideV2.3	guideV2.3[LL+1]	- `POST/PUT/GET /api/v1/targets` 与 `POST /targets/{id}/test`：目标商城配置和连通性检查。
openapi\generator-api.v1.yaml	4.1.1.3	241	guideV2.3	guideV2.3[LL+1]	| `TargetCapabilities` | `verdicts`(Map)、`declared`(boolean) | 缺键 ⇒ `UNDETERMINED`；`none()` = 空表 + `declared=false` |
openapi\generator-api.v1.yaml	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
openapi\generator-api.v1.yaml	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
openapi\generator-api.v1.yaml	4.2	136	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	4.2	136	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	3	152	event-contract.md	event-contract.md[LL+1]	```text
openapi\generator-api.v1.yaml	4.2	136	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
openapi\generator-api.v1.yaml	1	26	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[L] design[LL+1] plan[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	4.3	149	guideV2.1	guideV2.1[LL+1]	- 可复现：所有随机源由一个根 seed 派生；并行线程也使用确定性子 seed。
schemas\generation-artifact-manifest.v1.schema.json	4.1	120	guideV2.1+guideV2.3	guideV2.1[LL+1] guideV2.3[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	4.4	153	guideV2.1	guideV2.1[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	4	169	event-contract.md	event-contract.md[LL+1]	* 每个事件必须同时包含 event_time 与 ingest_time；业务统计按 event_time，链路延迟按 ingest_time。
schemas\generation-artifact-manifest.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	1	17	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	1	11	event-contract.md+plan+boardV2.2	event-contract.md[LL+1] plan[-L+1] boardV2.2[-L+1]	
schemas\generation-artifact-manifest.v1.schema.json	4.1	118	guideV2.1+guideV2.3	guideV2.1[LL+1] guideV2.3[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	4.2	135	guideV2.1+design	guideV2.1[LL+1] design[LL+1]	
schemas\generation-artifact-manifest.v1.schema.json	4.3	149	guideV2.1	guideV2.1[LL+1]	- 可复现：所有随机源由一个根 seed 派生；并行线程也使用确定性子 seed。
schemas\generation-artifact-manifest.v1.schema.json	4.1	131	guideV2.3	guideV2.3[LL+1]	interface EventSink {
schemas\generation-artifact-manifest.v1.schema.json	4.1.1.3	258	guideV2.3	guideV2.3[LL+1]	`EventSink` 另追认两点【追认】：① 返回类型名是 `ArtifactManifest`（§4.1 骨架里的 `Manifest` 与 `java.util.jar.Manifest` 同名，只作 Java 类名调整，语义与字段不变）；② 追加 `extends AutoCloseable` 与 `default close()`（关闭即产出清单，便于 try-with-resources）。
schemas\generation-artifact-manifest.v1.schema.json	4.2	281	guideV2.3	guideV2.3[LL+1]	| `generation_artifact` | run_id、uri、checksum、bytes、record_count、min/max_event_time、schema_version | 用于可复现和对账 |
schemas\generation-artifact-manifest.v1.schema.json	4.3	295	guideV2.3	guideV2.3[LL+1]	- 异常样本：仅在文件模式注入缺字段、未知枚举、重复 eventId、非法金额、迟到事件和非法状态跳转，并在 manifest 中记录期望隔离数。
schemas\generation-artifact-manifest.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	12	event-contract.md+guideV2.1+plan+boardV2.2	event-contract.md[LL+1] guideV2.1[-L+1] plan[LL+1] boardV2.2[LL+1]	
schemas\canonical-event.v1.schema.json	1	27	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	3	152	event-contract.md	event-contract.md[LL+1]	```text
schemas\canonical-event.v1.schema.json	3	160	event-contract.md	event-contract.md[LL+1]	合计 **12 类**事件。未知 event_type → 隔离（quarantine），不进入 DWD。
schemas\canonical-event.v1.schema.json	1	14	event-contract.md+guideV2.1+guideV2.3+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[-L+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	15	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[-L+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	4	169	event-contract.md	event-contract.md[LL+1]	* 每个事件必须同时包含 event_time 与 ingest_time；业务统计按 event_time，链路延迟按 ingest_time。
schemas\canonical-event.v1.schema.json	1	16	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	17	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	18	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	27	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	19	event-contract.md+guideV2.1+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	28	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	27	event-contract.md+design+plan	event-contract.md[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	26	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[L] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	1	26	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[L] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	1	25	event-contract.md+guideV2.3+design+plan	event-contract.md[LL+1] guideV2.3[LL+1] design[LL+1] plan[LL+1]	
schemas\canonical-event.v1.schema.json	2.1	39	event-contract.md+guideV2.1+guideV2.3	event-contract.md[LL+1] guideV2.1[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2	32	event-contract.md+guideV2.1+plan	event-contract.md[LL+1] guideV2.1[LL+1] plan[-L+1]	
schemas\canonical-event.v1.schema.json	2.1	43	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.1	44	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.1	45	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.1	46	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[L]	
schemas\canonical-event.v1.schema.json	2.1	47	event-contract.md	event-contract.md[LL+1]	| register_time | string | 是 | 注册时间（ISO-8601） |
schemas\canonical-event.v1.schema.json	2.2	49	event-contract.md	event-contract.md[LL+1]	### 2.2 product_created / product_updated — 商品建档与变更
schemas\canonical-event.v1.schema.json	2.2	53	event-contract.md	event-contract.md[LL+1]	| product_id | string | 是 | 商品 ID |
schemas\canonical-event.v1.schema.json	2.2	54	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[-L+1]	
schemas\canonical-event.v1.schema.json	2.2	55	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.2	56	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.2	57	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.2	58	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[L]	
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.2	59	event-contract.md	event-contract.md[LL+1]	| status | string | 是 | `on_sale/off_sale/pending` |
schemas\canonical-event.v1.schema.json	2.2	49	event-contract.md	event-contract.md[LL+1]	### 2.2 product_created / product_updated — 商品建档与变更
schemas\canonical-event.v1.schema.json	2.2	53	event-contract.md	event-contract.md[LL+1]	| product_id | string | 是 | 商品 ID |
schemas\canonical-event.v1.schema.json	2.2	54	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[-L+1]	
schemas\canonical-event.v1.schema.json	2.2	55	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.2	56	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.2	57	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.2	58	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[L]	
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.2	59	event-contract.md	event-contract.md[LL+1]	| status | string | 是 | `on_sale/off_sale/pending` |
schemas\canonical-event.v1.schema.json	2.3	61	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.3	69	event-contract.md	event-contract.md[LL+1]	| channel | string | 是 | 渠道：`app/pc/h5` |
schemas\canonical-event.v1.schema.json	2.3	65	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[LL+1]	
schemas\canonical-event.v1.schema.json	2.3	66	event-contract.md+guideV2.3	event-contract.md[LL+1] guideV2.3[L]	
schemas\canonical-event.v1.schema.json	2.3	67	event-contract.md	event-contract.md[LL+1]	| session_id | string | 是 | 会话 ID |
schemas\canonical-event.v1.schema.json	2.3	68	event-contract.md	event-contract.md[LL+1]	| behavior_type | string | 是 | `view/favorite/cart_add/cart_remove/search`（枚举） |
schemas\canonical-event.v1.schema.json	3	154	event-contract.md	event-contract.md[LL+1]	behavior  (behavior_type: view | favorite | cart_add | cart_remove | search)
schemas\canonical-event.v1.schema.json	2.3	69	event-contract.md	event-contract.md[LL+1]	| channel | string | 是 | 渠道：`app/pc/h5` |
schemas\canonical-event.v1.schema.json	2.4	71	event-contract.md	event-contract.md[LL+1]	### 2.4 order_created — 订单创建
schemas\canonical-event.v1.schema.json	2.4	75	event-contract.md	event-contract.md[LL+1]	| order_id | string | 是 | 订单 ID |
schemas\canonical-event.v1.schema.json	2.4	76	event-contract.md	event-contract.md[LL+1]	| user_id | string | 是 | 用户 ID |
schemas\canonical-event.v1.schema.json	2.4	77	event-contract.md	event-contract.md[LL+1]	| items | array | 是 | 订单项数组，见下 |
schemas\canonical-event.v1.schema.json	2.4	84	event-contract.md	event-contract.md[LL+1]	| 字段 | 类型 | 必填 | 说明 |
schemas\canonical-event.v1.schema.json	2.4	84	event-contract.md	event-contract.md[LL+1]	| 字段 | 类型 | 必填 | 说明 |
schemas\canonical-event.v1.schema.json	2.4	86	event-contract.md	event-contract.md[LL+1]	| product_id | string | 是 | 商品 ID |
schemas\canonical-event.v1.schema.json	2.4	87	event-contract.md	event-contract.md[LL+1]	| quantity | number | 是 | 数量（正整数） |
schemas\canonical-event.v1.schema.json	2.4	88	event-contract.md	event-contract.md[LL+1]	| unit_price | string | 是 | 成交单价 |
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.4	89	event-contract.md	event-contract.md[LL+1]	| discount | string | 是 | 优惠分摊（默认 "0.00"） |
schemas\canonical-event.v1.schema.json	2.4	90	event-contract.md	event-contract.md[LL+1]	| amount | string | 是 | = quantity × unit_price − discount |
schemas\canonical-event.v1.schema.json	2.4	78	event-contract.md	event-contract.md[LL+1]	| total_amount | string | 是 | 订单总额 = Σ item.amount（decimal） |
schemas\canonical-event.v1.schema.json	4	166	event-contract.md	event-contract.md[LL+1]	* `order_paid.amount` 必须等于该订单 `order_created.total_amount`。
schemas\canonical-event.v1.schema.json	2.4	79	event-contract.md	event-contract.md[LL+1]	| status | string | 是 | 固定 `CREATED` |
schemas\canonical-event.v1.schema.json	2.4	80	event-contract.md	event-contract.md[LL+1]	| created_at | string | 是 | 下单时间 |
schemas\canonical-event.v1.schema.json	2.5	92	event-contract.md	event-contract.md[LL+1]	### 2.5 order_paid — 支付成功
schemas\canonical-event.v1.schema.json	4	166	event-contract.md	event-contract.md[LL+1]	* `order_paid.amount` 必须等于该订单 `order_created.total_amount`。
schemas\canonical-event.v1.schema.json	2.5	96	event-contract.md	event-contract.md[LL+1]	| order_id | string | 是 | 订单 ID |
schemas\canonical-event.v1.schema.json	2.5	97	event-contract.md	event-contract.md[LL+1]	| user_id | string | 是 | 用户 ID |
schemas\canonical-event.v1.schema.json	2.5	98	event-contract.md	event-contract.md[LL+1]	| payment_id | string | 是 | 支付流水 ID |
schemas\canonical-event.v1.schema.json	2.5	99	event-contract.md	event-contract.md[LL+1]	| amount | string | 是 | 支付金额（= 订单总额） |
schemas\canonical-event.v1.schema.json	2.5	100	event-contract.md	event-contract.md[LL+1]	| paid_at | string | 是 | 支付时间 |
schemas\canonical-event.v1.schema.json	2.6	102	event-contract.md	event-contract.md[LL+1]	### 2.6 order_cancelled — 订单取消
schemas\canonical-event.v1.schema.json	2.6	106	event-contract.md	event-contract.md[LL+1]	| order_id | string | 是 | 订单 ID |
schemas\canonical-event.v1.schema.json	2.6	107	event-contract.md	event-contract.md[LL+1]	| user_id | string | 是 | 用户 ID |
schemas\canonical-event.v1.schema.json	2.6	108	event-contract.md	event-contract.md[LL+1]	| reason | string | 是 | 取消原因（code 或文本） |
schemas\canonical-event.v1.schema.json	2.6	109	event-contract.md	event-contract.md[LL+1]	| cancelled_at | string | 是 | 取消时间 |
schemas\canonical-event.v1.schema.json	2.7	111	event-contract.md	event-contract.md[LL+1]	### 2.7 refund_created — 退款申请
schemas\canonical-event.v1.schema.json	2.7	115	event-contract.md	event-contract.md[LL+1]	| refund_id | string | 是 | 退款单 ID |
schemas\canonical-event.v1.schema.json	2.7	116	event-contract.md	event-contract.md[LL+1]	| order_id | string | 是 | 订单 ID |
schemas\canonical-event.v1.schema.json	2.7	117	event-contract.md	event-contract.md[LL+1]	| user_id | string | 是 | 用户 ID |
schemas\canonical-event.v1.schema.json	2.7	118	event-contract.md	event-contract.md[LL+1]	| amount | string | 是 | 申请退款金额 ≤ 已付金额 |
schemas\canonical-event.v1.schema.json	2.7	119	event-contract.md	event-contract.md[LL+1]	| reason | string | 是 | 退款原因 |
schemas\canonical-event.v1.schema.json	2.7	120	event-contract.md	event-contract.md[LL+1]	| created_at | string | 是 | 申请时间 |
schemas\canonical-event.v1.schema.json	2.8	122	event-contract.md	event-contract.md[LL+1]	### 2.8 refund_completed — 退款完成
schemas\canonical-event.v1.schema.json	4	167	event-contract.md	event-contract.md[LL+1]	* `refund_completed.amount` 不得大于对应订单已支付金额。
schemas\canonical-event.v1.schema.json	2.8	126	event-contract.md	event-contract.md[LL+1]	| refund_id | string | 是 | 退款单 ID |
schemas\canonical-event.v1.schema.json	2.8	127	event-contract.md	event-contract.md[LL+1]	| order_id | string | 是 | 订单 ID |
schemas\canonical-event.v1.schema.json	2.8	128	event-contract.md	event-contract.md[LL+1]	| user_id | string | 是 | 用户 ID |
schemas\canonical-event.v1.schema.json	2.8	129	event-contract.md	event-contract.md[LL+1]	| amount | string | 是 | 实际退款金额 |
schemas\canonical-event.v1.schema.json	2.8	130	event-contract.md	event-contract.md[LL+1]	| completed_at | string | 是 | 完成时间 |
schemas\canonical-event.v1.schema.json	2.9	132	event-contract.md	event-contract.md[LL+1]	### 2.9 stock_reserved / stock_released — 库存预留与释放
schemas\canonical-event.v1.schema.json	2.9	136	event-contract.md	event-contract.md[LL+1]	| product_id | string | 是 | 商品 ID |
schemas\canonical-event.v1.schema.json	2.9	137	event-contract.md	event-contract.md[LL+1]	| quantity | number | 是 | 数量（正整数） |
schemas\canonical-event.v1.schema.json	2.9	138	event-contract.md	event-contract.md[LL+1]	| order_id | string | 条件 | 关联订单（预留时必填，释放时如有） |
schemas\canonical-event.v1.schema.json	2.9	139	event-contract.md	event-contract.md[LL+1]	| reserved_qty / available_qty | string | 是 | 操作后快照（decimal 字符串） |
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.9	139	event-contract.md	event-contract.md[LL+1]	| reserved_qty / available_qty | string | 是 | 操作后快照（decimal 字符串） |
schemas\canonical-event.v1.schema.json	4	168	event-contract.md	event-contract.md[LL+1]	* 金额字段（total_amount/amount/unit_price/discount/price/cost/available_qty/reserved_qty）必须是 `^\d+(\.\d{1,2})?$` 的十进制字符串。
schemas\canonical-event.v1.schema.json	2.9	132	event-contract.md	event-contract.md[LL+1]	### 2.9 stock_reserved / stock_released — 库存预留与释放
schemas\canonical-event.v1.schema.json	2.9	136	event-contract.md	event-contract.md[LL+1]	| product_id | string | 是 | 商品 ID |
schemas\canonical-event.v1.schema.json	2.9	137	event-contract.md	event-contract.md[LL+1]	| quantity | number | 是 | 数量（正整数） |
