file	line	row_id	family	expected_outcome	expected_reason_class	actual_outcome	actual_reason	verdict	join
b1a-envelope-vocab.jsonl	29	b1a-msg-0029	B1A-信封异构	ACCEPT	经 fixture-b 画像 eventTypeMapping/fieldMapping 归一后入库，产出可对账指标	QUARANTINE	缺失必要字段: event_id	结果不符	id
b1a-envelope-vocab.jsonl	30	b1a-msg-0030	B1A-信封异构	ACCEPT	经 fixture-b 画像 eventTypeMapping/fieldMapping 归一后入库，产出可对账指标	QUARANTINE	缺失必要字段: event_id	结果不符	id
b1b-payload-vocab.jsonl	1	b1b-evt-0001	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	2	b1b-evt-0002	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	3	b1b-evt-0003	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	4	b1b-evt-0004	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	5	b1b-evt-0005	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	6	b1b-evt-0006	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	7	b1b-evt-0007	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	8	b1b-evt-0008	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	9	b1b-evt-0009	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	10	b1b-evt-0010	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	11	b1b-evt-0011	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	12	b1b-evt-0012	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	13	b1b-evt-0013	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	14	b1b-evt-0014	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	15	b1b-evt-0015	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	16	b1b-evt-0016	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	17	b1b-evt-0017	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	18	b1b-evt-0018	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	19	b1b-evt-0019	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	20	b1b-evt-0020	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	21	b1b-evt-0021	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	22	b1b-evt-0022	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	23	b1b-evt-0023	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	24	b1b-evt-0024	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: order_id	结果不符	id
b1b-payload-vocab.jsonl	25	b1b-evt-0025	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	26	b1b-evt-0026	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	27	b1b-evt-0027	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	28	b1b-evt-0028	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	29	b1b-evt-0029	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b1b-payload-vocab.jsonl	30	b1b-evt-0030	B1B-payload异构	ACCEPT	经画像 fieldMapping/enumSemantics 归一后入库，产出可对账指标	QUARANTINE	payload 缺失必要字段: user_id	结果不符	id
b2-missing-optional.jsonl	1	b2-1-evt-0001	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	2	b2-1-evt-0002	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	3	b2-1-evt-0003	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	4	b2-1-evt-0004	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	5	b2-1-evt-0005	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	6	b2-1-evt-0006	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	7	b2-1-evt-0007	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	8	b2-1-evt-0008	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	9	b2-1-evt-0009	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	10	b2-1-evt-0010	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	11	b2-1-evt-0011	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	12	b2-1-evt-0012	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	13	b2-1-evt-0013	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	14	b2-1-evt-0014	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	15	b2-1-evt-0015	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	16	b2-1-evt-0016	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	17	b2-1-evt-0017	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	18	b2-1-evt-0018	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	19	b2-1-evt-0019	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	20	b2-1-evt-0020	B2-1-缺契约必需(闸门未查)	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	21	b2-2-evt-0021	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	22	b2-2-evt-0022	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	23	b2-2-evt-0023	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	24	b2-2-evt-0024	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	25	b2-2-evt-0025	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	QUARANTINE	金额格式违规: cost 类型异常	结果不符	id
b2-missing-optional.jsonl	26	b2-2-evt-0026	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	27	b2-2-evt-0027	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	28	b2-2-evt-0028	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	29	b2-2-evt-0029	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	30	b2-2-evt-0030	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	QUARANTINE	金额格式违规: cost 类型异常	结果不符	id
b2-missing-optional.jsonl	31	b2-2-evt-0031	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	32	b2-2-evt-0032	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	33	b2-2-evt-0033	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	34	b2-2-evt-0034	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	35	b2-2-evt-0035	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	QUARANTINE	金额格式违规: cost 类型异常	结果不符	id
b2-missing-optional.jsonl	36	b2-2-evt-0036	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	37	b2-2-evt-0037	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	38	b2-2-evt-0038	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	39	b2-2-evt-0039	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	40	b2-2-evt-0040	B2-2-字段为null	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	QUARANTINE	金额格式违规: cost 类型异常	结果不符	id
b2-missing-optional.jsonl	41	b2-3-evt-0041	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	42	b2-3-evt-0042	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	43	b2-3-evt-0043	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	44	b2-3-evt-0044	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	45	b2-3-evt-0045	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	46	b2-3-evt-0046	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	47	b2-3-evt-0047	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	48	b2-3-evt-0048	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	49	b2-3-evt-0049	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	50	b2-3-evt-0050	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	51	b2-3-evt-0051	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	52	b2-3-evt-0052	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	53	b2-3-evt-0053	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	54	b2-3-evt-0054	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	55	b2-3-evt-0055	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	56	b2-3-evt-0056	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	57	b2-3-evt-0057	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	58	b2-3-evt-0058	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	59	b2-3-evt-0059	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b2-missing-optional.jsonl	60	b2-3-evt-0060	B2-3-缺源声明可选字段	ACCEPT	缺可选字段必须由**显式规则**处理，并在采集/质量结果中**展示能力限制**；不得静默补造值	ACCEPT		一致	id
b3a-missing-required.jsonl	1	b3a-evt-0001	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: payment_id	QUARANTINE	payload 缺失必要字段: payment_id	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	2	b3a-evt-0002	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: amount	QUARANTINE	payload 缺失必要字段: amount	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	3	b3a-evt-0003	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: session_id	QUARANTINE	payload 缺失必要字段: session_id	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	4	b3a-evt-0004	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: behavior_type	QUARANTINE	payload 缺失必要字段: behavior_type	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	5	b3a-evt-0005	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: price	QUARANTINE	payload 缺失必要字段: price	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	6	b3a-evt-0006	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: category_id	QUARANTINE	payload 缺失必要字段: category_id	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	7	b3a-evt-0007	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: total_amount	QUARANTINE	payload 缺失必要字段: total_amount	结果符·理由=真命中（平台确实识别出缺必需字段）	id
b3a-missing-required.jsonl	8	b3a-evt-0008	B3A-1-缺闸门必需字段	QUARANTINE	payload 缺失必要字段: items	QUARANTINE	payload 缺失必要字段: items	结果符·理由=真命中（平台确实识别出缺必需字段）	id
